feature	importance
b63826b550cea133b21c6a9363488a3f	0.4808255933617343
a4903f6133cf70558f1231d57d586472	0.22206569368299178
5ededc2059340d29f28f70d97df206b1	0.09368293636847143
874655fb34ca5abf0534635bde846316	0.046021135760190596
2727ae35136b9786ce3b7f89c8f44ab4	0.0353026157511938
f0e9e805ee1afbb3ca090545e3d07d9d	0.012475841535315599
ee5bf49141671bab01e314440c6548df	0.008740827979943145
db560ed13bb872c7b7c9c0a8f88b0d96	0.007334121693885273
c922a4454c62aaf85925cf811b7fa6f9	0.006844220383870114
b319231e47d05f4011ae4588ad640761	0.006425549579532892
315502f09c763d70c7d04eed29f10403	0.005145959966522062
843f81a0d2f8eaf7a25dff7411ce289f	0.0037129495079188907
ac5de6f4d401184278d0e799afbe937c	0.0033827923127159694
1273c3cfa5459042ba1d57d051c3c113	0.003162486107269057
f0550e03c08fa9e3d6c633dbc434efd4	0.002656930958089225
fbd3b375de119f89877117f12db49096	0.002429756417475659
b85a47d761dfc7e7cfa80e65eb2704c3	0.0023669343560291252
4dfc81694961a91faffdf34828cfc550	0.002212540807896866
60d107725cf6cb0bccc86d2fb5dc78a1	0.0019266568123682511
1f877b76ebc4e594b2f4f83574bf54dd	0.0014033240372645231
08c4135284539d9da10bfea30fcf91f2	0.0013488427711170594
13e9ccd2dc9590a1bffeb4844b690e48	0.001273218810411478
c15713dfdd5a842cacd1097202a33efa	0.0012173115618875048
4a844d1c092c35864a8d4145c7737169	0.00112529198758998
fd8e0f42626a1167dfc2152a388cf800	0.0011209426145312041
c0f5c74d2a4b112fc6f28c21f3c72c55	0.001098840514797715
e3219f878d893cf4ae023384bc8074ef	0.0010681538322248958
d826381ee810ea6e101060dd463263ac	0.0010472596983623272
8af4acdb70b74af80d5256fe8322b093	0.0009837330500117876
bb4cf5cd294a9ca001237b1515ac14b6	0.0009304688373607485
ea6245d2cec3053b94d0fce19687a584	0.0009222132856993834
c3f8bb7eabde06f53f9c3fe1d2419df6	0.000912961826996438
b6a6034ad6172c1f2cd27081a27b593a	0.0008614393190736796
7e56126adb1ce8a3315ed25fa0c8260b	0.0008581361123361478
d8b9b70e4702a9a54bbc2ce284df346d	0.0008569211192429198
1f27e8665776365c0fcd302e79abcca6	0.0008261340396927261
bdb8acfc18791d7f8bd348c7ab201244	0.0008164133717027088
23cbcc8b5972ab21d765815d67801e07	0.0007868060456774988
7bb2ead3424b2de804df4001e25d4548	0.0007611534981356713
e818ff730b252c0f544db1c243405d6d	0.0007530938450546148
b30680111e54793de93c8290f4ff2283	0.0007405956001598957
1cf88c3683ade63254030af2a5fb5ad3	0.0007185313979739028
5781dece5c5a06100b877f67985a18a6	0.0007143071564065521
8cb4f16bfff22a0a94c6f508a8e0a600	0.0007055168723207448
eaab9ad584ff00c5d40f232f2cbf3a17	0.0006882784870348907
93809a3e534ddf45b6dcffa53c222876	0.0006882397215471073
c6c15dc00c23c89835bbc2eb2394e9ce	0.0006587479252734874
0339c877cba6f85390ee3befc5fda52f	0.0006552538161275033
f7f00b1a1a14bf6fe12021fc70599d9f	0.0006361067316433758
d18f26cd4369d71539a75889065a3ece	0.000608926188414027
9f7c2e522b75f29a7062b658e5ee6426	0.0005945759966363183
1130726e8a5b5160731d8be2ea52b6ec	0.0005799081395015077
7b2ad5ecf7e34e042648a0eb57d7e5f5	0.0005788290916376583
91e39286dbc60b335873607dd88d5d2f	0.0005721736048627496
6866ece970aadb0e1521c0abc5fc9632	0.0005703383611661835
a87cb91a3cc4e0437c966e5fef843c86	0.0005646366535438492
79081b5deae47cbaecb5c27f0409bb05	0.0005188094765131491
7f74f06c659e3364fcdda8d66418aac8	0.0005184328507366027
66f41ef227fd66a5f124900a1fc9e0cb	0.0005027261501205332
5c6ef177e5eea8fe42181d4c9ca8400f	0.0004815825521851008
cff188a2695d2adb31e0af0acbac5af0	0.00047973159124195004
e98c026cbc604bc0fad867a3ba82348e	0.0004512153797186638
1d64064ed003299a24566ed3dc9a4d46	0.00042746669930398455
aed94a5e974a53298b60353c21c5f755	0.00042551307397853996
5bee7ebeca2e12372cf2c9e8d900a0fd	0.00041146456880180205
dc54fa473422db37118ae054dbec6383	0.00038480174500403854
199cb7a54dfa28fa14f40101e222023a	0.0003640677557180478
218b294c597ec1c9f3225b631b72be71	0.00035195252628869166
37df17bd1e117267f54d02df1fc200c4	0.00034940892582833517
2815b4a7d006216600075bdabd64fe0f	0.0003441084730685187
c87d17a7d1aa5816e62c8a3b1f4db562	0.00034156037041308885
0572e4938ad1a49b67a2a072fc7532ff	0.00033916394573555163
6d65b09042c1175b58956e8255efce3a	0.00033539231052223347
94ed3edbb935e3e7c7fb066ff16a9ad7	0.00033218692072421144
911908259d0450520bba4bc2593935e9	0.0003219981995780196
cccf97b538ff7c898eca0153f5f10159	0.0003196291923071555
d98dcc3fe4a1481ddbcafc174e360339	0.00030234709463887834
92f6799572985889171a4c3488957bc8	0.0002924651540438759
b2e8a22c4d2ba503bfd2ba69db715aa4	0.00028691167312802347
274b87db45070870b7c24ea7123f0f35	0.00027207751636929326
59e204357fb373960789e02b5136059b	0.0002709853920509084
12c3060caaf6a344e2ebee3363c60d7c	0.00025538689432107154
11120f0f3ab288914eeceb2f2f2a8787	0.0002549886622755968
2e2f265b137ecf55a692bfa740bed7f5	0.00024952160174503146
a172e9bfa15b55fb2dd761ec0aa1b958	0.0002455816322017831
2ffe9203f6ff22b94fb2b082fceb881b	0.0002403702670310881
fbc37e85f64faafb354eed950919a417	0.0002379809781933793
b9e2baaa3144ea2545b91818c318bd01	0.0002366344791081093
54538087d560b9dc473f87bc76dfcfb1	0.00022991867549501012
f2fc50db82ea93dfa7808e46e37001eb	0.0002193650748230291
fd9048222f6598e32d24600236b6af7b	0.0002037289234551493
fd843547a7e5cad179404c7a1055e195	0.00020235275420471186
7d02a4a2ba8a120cd8a14e64db0bc442	0.00019554446113835176
